Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA
2324,2024-04-12,FC Augsburg,Union Berlin,2,0,H,12.0,17.0,4.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,2.1,3.4,3.4,2.15,3.52,3.59
2324,2024-04-13,Bayern Munich,1. FC Koln,2,0,H,17.0,11.0,7.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,1.22,7.5,11.0,1.18,8.25,13.01
2324,2024-04-13,VfL Bochum,1. FC Heidenheim,1,1,D,24.0,10.0,5.0,3.0,6.0,2.0,4.0,1.0,0.0,0.0,2.05,3.75,3.3,2.1,3.71,3.47
2324,2024-04-13,FSV Mainz 05,TSG Hoffenheim,4,1,H,23.0,5.0,8.0,1.0,9.0,3.0,0.0,2.0,0.0,0.0,1.95,4.0,3.4,2.0,3.91,3.58
2324,2024-04-13,Borussia Monchengladbach,Borussia Dortmund,1,2,A,16.0,12.0,5.0,4.0,2.0,4.0,1.0,4.0,0.0,1.0,3.25,4.0,2.0,3.29,4.24,2.02
2324,2024-04-13,RB Leipzig,VfL Wolfsburg,3,0,H,15.0,10.0,6.0,3.0,6.0,4.0,2.0,4.0,0.0,0.0,1.36,5.0,8.0,1.36,5.66,7.8
2324,2024-04-13,VfB Stuttgart,Eintracht Frankfurt,3,0,H,9.0,10.0,6.0,3.0,4.0,5.0,1.0,3.0,0.0,0.0,1.53,4.5,5.5,1.51,4.76,6.01
2324,2024-04-14,Bayer Leverkusen,Werder Bremen,5,0,H,19.0,7.0,10.0,3.0,7.0,0.0,2.0,1.0,0.0,0.0,1.2,7.0,13.0,1.2,7.49,12.7
2324,2024-04-14,SV Darmstadt 98,SC Freiburg,0,1,A,16.0,9.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,3.8,1.83,3.98,3.98,1.88
2324,2024-04-19,Eintracht Frankfurt,FC Augsburg,3,1,H,12.0,6.0,7.0,1.0,6.0,5.0,3.0,3.0,0.0,0.0,2.0,3.75,3.5,2.06,3.76,3.6
2324,2024-04-20,Union Berlin,Bayern Munich,1,5,A,15.0,18.0,4.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,4.75,4.5,1.62,4.94,4.62,1.62
2324,2024-04-20,VfL Wolfsburg,VfL Bochum,1,0,H,10.0,9.0,5.0,1.0,5.0,8.0,4.0,3.0,0.0,0.0,1.75,4.0,4.33,1.81,3.88,4.43
2324,2024-04-20,1. FC Koln,SV Darmstadt 98,0,2,A,18.0,12.0,4.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,1.5,4.75,5.75,1.49,4.61,6.76
2324,2024-04-20,1. FC Heidenheim,RB Leipzig,1,2,A,9.0,11.0,5.0,4.0,2.0,6.0,3.0,1.0,0.0,0.0,5.75,5.25,1.45,6.19,5.19,1.46
2324,2024-04-20,TSG Hoffenheim,Borussia Monchengladbach,4,3,H,27.0,13.0,9.0,7.0,6.0,5.0,1.0,3.0,0.0,0.0,2.1,4.0,3.1,2.16,4.04,3.09
2324,2024-04-21,Werder Bremen,VfB Stuttgart,2,1,H,9.0,14.0,2.0,5.0,1.0,7.0,3.0,3.0,0.0,0.0,4.75,4.75,1.57,5.11,4.66,1.6
2324,2024-04-21,Borussia Dortmund,Bayer Leverkusen,1,1,D,9.0,13.0,2.0,5.0,2.0,6.0,4.0,3.0,0.0,0.0,2.55,3.8,2.55,2.56,3.84,2.5
2324,2024-04-21,SC Freiburg,FSV Mainz 05,1,1,D,7.0,17.0,3.0,4.0,2.0,4.0,3.0,4.0,0.0,0.0,2.6,3.5,2.6,2.58,3.59,2.72
2324,2024-04-26,VfL Bochum,TSG Hoffenheim,3,2,H,35.0,12.0,13.0,4.0,10.0,4.0,1.0,1.0,0.0,0.0,2.15,4.0,2.9,2.21,4.0,3.06
2324,2024-04-27,FC Augsburg,Werder Bremen,0,3,A,14.0,16.0,1.0,8.0,6.0,4.0,1.0,2.0,0.0,0.0,1.8,4.0,4.0,1.8,4.19,4.13
2324,2024-04-27,Bayern Munich,Eintracht Frankfurt,2,1,H,19.0,10.0,9.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,1.4,5.25,7.0,1.42,5.46,6.65
2324,2024-04-27,RB Leipzig,Borussia Dortmund,4,1,H,21.0,12.0,7.0,5.0,5.0,8.0,1.0,2.0,0.0,0.0,1.67,4.33,4.5,1.68,4.45,4.61
2324,2024-04-27,Bayer Leverkusen,VfB Stuttgart,2,2,D,14.0,11.0,6.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,1.75,4.2,4.33,1.76,4.31,4.25
2324,2024-04-27,SC Freiburg,VfL Wolfsburg,1,2,A,16.0,13.0,3.0,5.0,3.0,6.0,4.0,2.0,1.0,0.0,2.3,3.6,2.88,2.37,3.58,3.01
2324,2024-04-28,Borussia Monchengladbach,Union Berlin,0,0,D,13.0,14.0,4.0,7.0,3.0,4.0,2.0,2.0,0.0,0.0,2.3,3.5,3.0,2.38,3.45,3.1
2324,2024-04-28,FSV Mainz 05,1. FC Koln,1,1,D,16.0,16.0,4.0,6.0,6.0,6.0,4.0,4.0,1.0,0.0,1.55,4.33,6.0,1.54,4.37,6.2
2324,2024-04-28,SV Darmstadt 98,1. FC Heidenheim,0,1,A,12.0,19.0,4.0,6.0,3.0,8.0,2.0,1.0,0.0,0.0,3.3,3.75,2.1,3.42,3.71,2.12
2324,2024-05-03,TSG Hoffenheim,RB Leipzig,1,1,D,18.0,8.0,8.0,5.0,4.0,4.0,1.0,3.0,0.0,1.0,5.25,5.0,1.5,5.44,5.24,1.52
2324,2024-05-04,VfL Wolfsburg,SV Darmstadt 98,3,0,H,18.0,6.0,6.0,1.0,9.0,2.0,0.0,3.0,0.0,0.0,1.4,5.0,8.0,1.4,5.13,7.8
2324,2024-05-04,1. FC Koln,SC Freiburg,0,0,D,20.0,4.0,7.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,2.3,3.75,2.88,2.37,3.66,2.95
2324,2024-05-04,VfB Stuttgart,Bayern Munich,3,1,H,24.0,10.0,11.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,2.1,4.0,3.1,2.13,4.14,3.09
2324,2024-05-04,Borussia Dortmund,FC Augsburg,5,1,H,21.0,20.0,10.0,4.0,6.0,9.0,0.0,1.0,0.0,0.0,1.85,4.33,3.6,1.86,4.37,3.7
2324,2024-05-04,Werder Bremen,Borussia Monchengladbach,2,2,D,17.0,17.0,6.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,2.25,3.75,3.0,2.31,3.83,2.94
2324,2024-05-05,Union Berlin,VfL Bochum,3,4,A,12.0,17.0,6.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,1.95,3.5,4.0,1.97,3.51,4.12
2324,2024-05-05,Eintracht Frankfurt,Bayer Leverkusen,1,5,A,16.0,10.0,5.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,3.2,3.5,2.2,3.27,3.68,2.19
2324,2024-05-05,1. FC Heidenheim,FSV Mainz 05,1,1,D,16.0,10.0,6.0,4.0,6.0,3.0,2.0,3.0,0.0,0.0,3.0,3.5,2.3,3.03,3.58,2.36
2324,2024-05-10,FC Augsburg,VfB Stuttgart,0,1,A,9.0,19.0,1.0,7.0,5.0,5.0,4.0,2.0,0.0,0.0,4.0,4.2,1.75,3.92,4.45,1.82
2324,2024-05-11,1. FC Koln,Union Berlin,3,2,H,18.0,14.0,5.0,6.0,6.0,8.0,3.0,2.0,0.0,0.0,2.8,3.3,2.55,2.79,3.39,2.63
2324,2024-05-11,SC Freiburg,1. FC Heidenheim,1,1,D,19.0,9.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.7,4.0,4.5,1.72,4.07,4.78
2324,2024-05-11,Borussia Monchengladbach,Eintracht Frankfurt,1,1,D,6.0,16.0,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,2.45,3.75,2.63,2.53,3.73,2.7
2324,2024-05-11,RB Leipzig,Werder Bremen,1,1,D,13.0,10.0,5.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.29,6.5,8.0,1.29,6.72,8.41
2324,2024-05-11,FSV Mainz 05,Borussia Dortmund,3,0,H,14.0,10.0,6.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.2,3.6,3.1,2.19,3.97,3.08
2324,2024-05-12,VfL Bochum,Bayer Leverkusen,0,5,A,2.0,28.0,0.0,10.0,2.0,6.0,2.0,1.0,1.0,0.0,4.2,4.33,1.7,4.42,4.35,1.72
2324,2024-05-12,SV Darmstadt 98,TSG Hoffenheim,0,6,A,9.0,12.0,1.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,4.75,4.5,1.62,4.67,4.73,1.64
2324,2024-05-12,Bayern Munich,VfL Wolfsburg,2,0,H,5.0,5.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.33,6.0,7.5,1.34,6.36,7.4
2324,2024-05-18,Union Berlin,SC Freiburg,2,1,H,14.0,11.0,5.0,5.0,3.0,7.0,7.0,4.0,0.0,0.0,2.1,3.4,3.5,2.15,3.39,3.57
2324,2024-05-18,VfB Stuttgart,Borussia Monchengladbach,4,0,H,21.0,13.0,11.0,5.0,8.0,4.0,1.0,2.0,0.0,0.0,1.29,6.25,8.5,1.28,6.62,8.47
2324,2024-05-18,Werder Bremen,VfL Bochum,4,1,H,25.0,26.0,12.0,8.0,8.0,8.0,1.0,1.0,0.0,0.0,2.38,3.6,2.8,2.37,3.61,2.94
2324,2024-05-18,Bayer Leverkusen,FC Augsburg,2,1,H,19.0,8.0,8.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,1.3,6.0,9.0,1.3,6.65,7.63
2324,2024-05-18,VfL Wolfsburg,FSV Mainz 05,1,3,A,12.0,12.0,4.0,6.0,1.0,3.0,2.0,3.0,0.0,0.0,3.2,3.5,2.2,3.28,3.54,2.21
2324,2024-05-18,1. FC Heidenheim,1. FC Koln,4,1,H,13.0,19.0,7.0,9.0,5.0,12.0,1.0,3.0,0.0,0.0,2.3,4.0,2.7,2.35,4.0,2.74
2324,2024-05-18,Eintracht Frankfurt,RB Leipzig,2,2,D,19.0,9.0,6.0,5.0,8.0,3.0,2.0,2.0,0.0,0.0,2.8,3.8,2.3,2.78,3.75,2.43
2324,2024-05-18,Borussia Dortmund,SV Darmstadt 98,4,0,H,21.0,7.0,10.0,1.0,7.0,3.0,0.0,3.0,0.0,0.0,1.17,8.5,13.0,1.15,9.67,14.01
2324,2024-05-18,TSG Hoffenheim,Bayern Munich,4,2,H,17.0,12.0,9.0,4.0,6.0,5.0,3.0,1.0,0.0,0.0,2.88,4.5,2.0,3.07,4.34,2.07
2425,2024-08-23,Borussia Monchengladbach,Bayer Leverkusen,2,3,A,14.0,25.0,7.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,5.25,4.5,1.55,5.33,4.58,1.6
2425,2024-08-24,FC Augsburg,Werder Bremen,2,2,D,10.0,12.0,3.0,6.0,4.0,2.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,2.32,3.55,3.11
2425,2024-08-24,SC Freiburg,VfB Stuttgart,3,1,H,15.0,9.0,4.0,2.0,6.0,3.0,2.0,1.0,0.0,0.0,3.5,3.6,2.05,3.5,3.7,2.09
2425,2024-08-24,TSG Hoffenheim,Holstein Kiel,3,2,H,20.0,15.0,8.0,6.0,8.0,6.0,2.0,3.0,0.0,1.0,1.65,4.5,4.5,1.64,4.38,5.07
2425,2024-08-24,FSV Mainz 05,Union Berlin,1,1,D,15.0,15.0,3.0,4.0,8.0,9.0,1.0,3.0,0.0,0.0,2.0,3.4,3.9,2.08,3.24,4.1
2425,2024-08-24,RB Leipzig,VfL Bochum,1,0,H,12.0,10.0,3.0,4.0,9.0,3.0,1.0,3.0,1.0,0.0,1.25,7.0,9.0,1.25,6.71,10.65
2425,2024-08-24,Borussia Dortmund,Eintracht Frankfurt,2,0,H,17.0,7.0,5.0,2.0,7.0,7.0,0.0,1.0,0.0,0.0,1.7,4.1,4.5,1.71,4.4,4.48
2425,2024-08-25,VfL Wolfsburg,Bayern Munich,2,3,A,11.0,14.0,2.0,8.0,1.0,7.0,2.0,3.0,0.0,0.0,6.25,4.75,1.45,6.33,5.0,1.47
2425,2024-08-25,FC St. Pauli,1. FC Heidenheim,0,2,A,11.0,6.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,2.1,3.5,3.4,2.13,3.5,3.59
2425,2024-08-30,Union Berlin,FC St. Pauli,1,0,H,10.0,8.0,5.0,2.0,5.0,4.0,3.0,1.0,0.0,0.0,1.91,3.5,4.1,1.96,3.5,4.29
2425,2024-08-31,Bayer Leverkusen,RB Leipzig,2,3,A,27.0,10.0,10.0,4.0,18.0,2.0,3.0,1.0,0.0,0.0,1.75,4.2,4.1,1.8,4.22,4.1
2425,2024-08-31,VfB Stuttgart,FSV Mainz 05,3,3,D,28.0,9.0,13.0,7.0,11.0,2.0,4.0,2.0,0.0,0.0,1.62,4.33,5.25,1.66,4.23,5.09
2425,2024-08-31,Werder Bremen,Borussia Dortmund,0,0,D,5.0,9.0,1.0,4.0,5.0,6.0,2.0,7.0,0.0,1.0,4.1,4.0,1.8,4.05,4.14,1.83
2425,2024-08-31,Eintracht Frankfurt,TSG Hoffenheim,3,1,H,17.0,10.0,7.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,1.8,4.2,3.9,1.8,4.2,4.12
2425,2024-08-31,VfL Bochum,Borussia Monchengladbach,0,2,A,16.0,15.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,2.6,3.6,2.6,2.66,3.73,2.57
2425,2024-08-31,Holstein Kiel,VfL Wolfsburg,0,2,A,12.0,12.0,5.0,4.0,1.0,7.0,4.0,7.0,0.0,0.0,3.2,3.7,2.15,3.26,3.69,2.19
2425,2024-09-01,1. FC Heidenheim,FC Augsburg,4,0,H,17.0,15.0,9.0,1.0,5.0,6.0,0.0,3.0,0.0,0.0,2.38,3.5,2.9,2.42,3.47,3.02
2425,2024-09-01,Bayern Munich,SC Freiburg,2,0,H,11.0,8.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.2,8.0,11.0,1.21,7.89,11.45
2425,2024-09-13,Borussia Dortmund,1. FC Heidenheim,4,2,H,13.0,11.0,7.0,4.0,8.0,1.0,2.0,2.0,0.0,0.0,1.4,5.5,6.5,1.39,5.35,7.83
2425,2024-09-14,Holstein Kiel,Bayern Munich,1,6,A,5.0,23.0,1.0,13.0,2.0,10.0,0.0,1.0,0.0,0.0,11.0,7.0,1.22,11.8,7.52,1.21
2425,2024-09-14,RB Leipzig,Union Berlin,0,0,D,16.0,11.0,3.0,3.0,6.0,5.0,2.0,3.0,0.0,0.0,1.48,4.5,6.5,1.48,4.69,6.64
2425,2024-09-14,VfL Wolfsburg,Eintracht Frankfurt,1,2,A,17.0,15.0,4.0,7.0,5.0,4.0,1.0,2.0,0.0,0.0,2.63,3.6,2.5,2.72,3.45,2.63
2425,2024-09-14,TSG Hoffenheim,Bayer Leverkusen,1,4,A,14.0,20.0,5.0,8.0,4.0,12.0,2.0,2.0,0.0,0.0,5.75,4.5,1.48,5.95,4.96,1.49
2425,2024-09-14,SC Freiburg,VfL Bochum,2,1,H,27.0,13.0,9.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,1.7,3.9,5.0,1.69,4.08,4.9
2425,2024-09-14,Borussia Monchengladbach,VfB Stuttgart,1,3,A,15.0,12.0,7.0,7.0,6.0,2.0,2.0,2.0,0.0,0.0,2.75,4.0,2.3,2.84,3.96,2.31
2425,2024-09-15,FC Augsburg,FC St. Pauli,3,1,H,18.0,12.0,10.0,3.0,7.0,7.0,4.0,3.0,0.0,0.0,2.1,3.6,3.4,2.09,3.61,3.52
2425,2024-09-15,FSV Mainz 05,Werder Bremen,1,2,A,11.0,11.0,5.0,5.0,10.0,4.0,3.0,1.0,0.0,1.0,2.0,3.7,3.5,2.04,3.66,3.61
2425,2024-09-20,FC Augsburg,FSV Mainz 05,2,3,A,30.0,5.0,9.0,3.0,14.0,1.0,3.0,5.0,1.0,1.0,2.38,3.5,2.9,2.42,3.6,2.97
2425,2024-09-21,Eintracht Frankfurt,Borussia Monchengladbach,2,0,H,14.0,22.0,4.0,7.0,8.0,5.0,1.0,1.0,0.0,0.0,1.75,4.0,4.33,1.79,4.14,4.26
2425,2024-09-21,VfL Bochum,Holstein Kiel,2,2,D,14.0,13.0,3.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,1.91,3.5,4.0,1.99,3.8,3.7
2425,2024-09-21,1. FC Heidenheim,SC Freiburg,0,3,A,7.0,14.0,2.0,5.0,3.0,9.0,1.0,1.0,0.0,0.0,2.7,3.5,2.55,2.75,3.4,2.66
2425,2024-09-21,Union Berlin,TSG Hoffenheim,2,1,H,12.0,6.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,2.0,3.6,3.7,2.04,3.72,3.65
2425,2024-09-21,Werder Bremen,Bayern Munich,0,5,A,0.0,25.0,0.0,7.0,1.0,4.0,0.0,3.0,0.0,0.0,8.0,5.5,1.36,7.92,5.6,1.36
2425,2024-09-22,FC St. Pauli,RB Leipzig,0,0,D,15.0,10.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,5.75,3.9,1.62,5.19,4.25,1.64
2425,2024-09-22,Bayer Leverkusen,VfL Wolfsburg,4,3,H,20.0,8.0,7.0,4.0,6.0,2.0,4.0,5.0,0.0,1.0,1.3,5.75,8.0,1.31,5.91,9.23
2425,2024-09-22,VfB Stuttgart,Borussia Dortmund,5,1,H,16.0,6.0,9.0,3.0,6.0,4.0,1.0,3.0,0.0,0.0,2.3,3.75,2.9,2.32,3.8,2.94
2425,2024-09-27,Borussia Dortmund,VfL Bochum,4,2,H,23.0,10.0,8.0,6.0,11.0,0.0,2.0,0.0,0.0,0.0,1.25,7.0,9.0,1.24,7.21,11.22
2425,2024-09-28,SC Freiburg,FC St. Pauli,0,3,A,6.0,10.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,1.62,4.0,5.5,1.62,4.15,5.59
2425,2024-09-28,FSV Mainz 05,1. FC Heidenheim,0,2,A,7.0,14.0,2.0,7.0,7.0,6.0,4.0,4.0,1.0,1.0,1.83,3.75,4.2,1.86,3.82,4.21
2425,2024-09-28,Borussia Monchengladbach,Union Berlin,1,0,H,8.0,9.0,3.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,2.1,3.5,3.4,2.13,3.54,3.54
2425,2024-09-28,RB Leipzig,FC Augsburg,4,0,H,14.0,7.0,7.0,1.0,8.0,5.0,1.0,2.0,0.0,0.0,1.4,5.25,6.5,1.4,5.4,7.14
2425,2024-09-28,VfL Wolfsburg,VfB Stuttgart,2,2,D,5.0,17.0,2.0,5.0,1.0,3.0,5.0,2.0,0.0,1.0,3.2,3.9,2.05,3.35,3.89,2.09
2425,2024-09-28,Bayern Munich,Bayer Leverkusen,1,1,D,18.0,3.0,3.0,3.0,6.0,1.0,1.0,3.0,0.0,0.0,1.73,4.33,4.2,1.74,4.34,4.36
2425,2024-09-29,TSG Hoffenheim,Werder Bremen,3,4,A,10.0,18.0,5.0,10.0,2.0,6.0,3.0,3.0,1.0,0.0,2.38,3.8,2.7,2.4,3.78,2.84
2425,2024-09-29,Holstein Kiel,Eintracht Frankfurt,2,4,A,10.0,18.0,5.0,10.0,4.0,9.0,1.0,3.0,0.0,0.0,4.2,4.2,1.73,4.5,4.22,1.73
2425,2024-10-04,FC Augsburg,Borussia Monchengladbach,2,1,H,13.0,11.0,5.0,5.0,6.0,5.0,2.0,4.0,0.0,0.0,2.38,3.7,2.7,2.46,3.78,2.81
2425,2024-10-05,VfL Bochum,VfL Wolfsburg,1,3,A,17.0,15.0,5.0,5.0,7.0,6.0,1.0,2.0,0.0,0.0,3.0,3.7,2.2,3.07,3.78,2.25
2425,2024-10-05,Bayer Leverkusen,Holstein Kiel,2,2,D,24.0,8.0,7.0,4.0,12.0,3.0,2.0,2.0,0.0,0.0,1.09,11.0,21.0,1.08,13.45,25.93
2425,2024-10-05,Union Berlin,Borussia Dortmund,2,1,H,13.0,9.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,3.3,3.5,2.15,3.43,3.52,2.18
2425,2024-10-05,Werder Bremen,SC Freiburg,0,1,A,11.0,13.0,3.0,3.0,7.0,5.0,1.0,2.0,0.0,0.0,2.6,3.5,2.6,2.67,3.61,2.62
2425,2024-10-05,FC St. Pauli,FSV Mainz 05,0,3,A,17.0,8.0,4.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,2.4,3.3,2.9,2.46,3.42,2.99
2425,2024-10-06,VfB Stuttgart,TSG Hoffenheim,1,1,D,18.0,7.0,7.0,5.0,10.0,5.0,1.0,4.0,0.0,0.0,1.3,6.0,8.0,1.3,6.4,8.25
2425,2024-10-06,1. FC Heidenheim,RB Leipzig,0,1,A,15.0,12.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,4.5,4.33,1.67,4.77,4.18,1.7
2425,2024-10-06,Eintracht Frankfurt,Bayern Munich,3,3,D,5.0,22.0,4.0,13.0,0.0,11.0,1.0,1.0,0.0,0.0,5.5,4.5,1.53,5.72,4.85,1.52
2425,2024-10-18,Borussia Dortmund,FC St. Pauli,2,1,H,20.0,10.0,7.0,3.0,7.0,1.0,2.0,1.0,0.0,0.0,1.3,5.25,9.5,1.31,5.95,10.18
2425,2024-10-19,SC Freiburg,FC Augsburg,3,1,H,15.0,9.0,6.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,1.73,3.75,4.75,1.74,3.87,4.93
2425,2024-10-19,TSG Hoffenheim,VfL Bochum,3,1,H,12.0,13.0,7.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.7,4.5,4.2,1.7,4.47,4.45
2425,2024-10-19,Bayer Leverkusen,Eintracht Frankfurt,2,1,H,27.0,9.0,9.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,1.44,4.75,6.5,1.45,5.18,6.35
2425,2024-10-19,FSV Mainz 05,RB Leipzig,0,2,A,16.0,11.0,2.0,5.0,5.0,3.0,1.0,3.0,0.0,0.0,3.9,3.8,1.85,4.27,3.71,1.88
2425,2024-10-19,Borussia Monchengladbach,1. FC Heidenheim,3,2,H,20.0,19.0,10.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,1.85,3.7,4.1,1.83,3.77,4.44
2425,2024-10-19,Bayern Munich,VfB Stuttgart,4,0,H,22.0,4.0,10.0,1.0,7.0,3.0,0.0,2.0,0.0,0.0,1.36,5.25,7.5,1.36,5.88,7.55
2425,2024-10-20,Holstein Kiel,Union Berlin,0,2,A,12.0,14.0,5.0,4.0,7.0,3.0,2.0,1.0,0.0,0.0,3.5,3.3,2.15,3.48,3.43,2.2
2425,2024-10-20,VfL Wolfsburg,Werder Bremen,2,4,A,14.0,15.0,6.0,7.0,4.0,4.0,1.0,1.0,1.0,0.0,2.1,3.6,3.3,2.09,3.66,3.55
2425,2024-10-25,FSV Mainz 05,Borussia Monchengladbach,1,1,D,23.0,9.0,6.0,5.0,2.0,4.0,3.0,2.0,0.0,0.0,2.3,3.75,2.8,2.39,3.79,2.89
2425,2024-10-26,VfB Stuttgart,Holstein Kiel,2,1,H,16.0,9.0,6.0,3.0,9.0,5.0,3.0,6.0,1.0,1.0,1.22,7.5,9.5,1.23,7.21,11.08
2425,2024-10-26,FC Augsburg,Borussia Dortmund,2,1,H,12.0,11.0,4.0,4.0,3.0,5.0,3.0,3.0,0.0,1.0,3.6,4.0,1.9,3.83,3.92,1.93
2425,2024-10-26,RB Leipzig,SC Freiburg,3,1,H,12.0,15.0,9.0,5.0,3.0,3.0,3.0,2.0,0.0,0.0,1.73,4.1,4.5,1.75,4.11,4.55
2425,2024-10-26,FC St. Pauli,VfL Wolfsburg,0,0,D,14.0,10.0,5.0,4.0,7.0,6.0,0.0,3.0,0.0,0.0,2.55,3.5,2.63,2.66,3.47,2.71
2425,2024-10-26,Werder Bremen,Bayer Leverkusen,2,2,D,13.0,15.0,8.0,6.0,3.0,5.0,1.0,1.0,0.0,0.0,5.25,5.0,1.5,5.84,4.9,1.51
2425,2024-10-27,Union Berlin,Eintracht Frankfurt,1,1,D,13.0,17.0,4.0,5.0,4.0,5.0,5.0,3.0,0.0,1.0,2.55,3.3,2.75,2.63,3.32,2.84
2425,2024-10-27,VfL Bochum,Bayern Munich,0,5,A,6.0,17.0,2.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,12.0,9.5,1.17,14.33,9.86,1.15
2425,2024-10-27,1. FC Heidenheim,TSG Hoffenheim,0,0,D,17.0,12.0,3.0,4.0,7.0,3.0,1.0,2.0,0.0,0.0,2.25,3.5,3.1,2.32,3.68,3.03
2425,2024-11-01,Bayer Leverkusen,VfB Stuttgart,0,0,D,19.0,4.0,5.0,1.0,10.0,2.0,3.0,4.0,0.0,0.0,1.55,4.75,5.25,1.57,4.87,5.29
2425,2024-11-02,Bayern Munich,Union Berlin,3,0,H,16.0,8.0,7.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,1.18,7.5,13.0,1.17,8.24,15.58
2425,2024-11-02,Eintracht Frankfurt,VfL Bochum,7,2,H,18.0,11.0,9.0,8.0,5.0,2.0,1.0,2.0,0.0,0.0,1.33,5.75,7.5,1.34,6.0,7.96
2425,2024-11-02,TSG Hoffenheim,FC St. Pauli,0,2,A,12.0,7.0,6.0,3.0,7.0,2.0,0.0,2.0,0.0,0.0,1.83,3.8,4.0,1.88,3.9,4.02
2425,2024-11-02,Holstein Kiel,1. FC Heidenheim,1,0,H,11.0,17.0,6.0,4.0,5.0,6.0,4.0,5.0,0.0,0.0,2.7,3.5,2.45,2.82,3.52,2.54
2425,2024-11-02,VfL Wolfsburg,FC Augsburg,1,1,D,18.0,3.0,6.0,1.0,8.0,1.0,1.0,3.0,0.0,0.0,2.0,3.75,3.5,2.01,3.86,3.59
2425,2024-11-02,Borussia Dortmund,RB Leipzig,2,1,H,19.0,7.0,7.0,3.0,4.0,0.0,3.0,4.0,0.0,0.0,2.2,3.8,3.0,2.25,3.69,3.15
2425,2024-11-03,SC Freiburg,FSV Mainz 05,0,0,D,10.0,9.0,2.0,2.0,8.0,4.0,1.0,2.0,0.0,0.0,1.7,3.9,4.75,1.7,3.9,5.21
2425,2024-11-03,Borussia Monchengladbach,Werder Bremen,4,1,H,16.0,15.0,8.0,5.0,7.0,7.0,1.0,4.0,0.0,1.0,2.1,3.8,3.2,2.14,3.89,3.22
2425,2024-11-08,Union Berlin,SC Freiburg,0,0,D,12.0,14.0,6.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,2.45,3.25,2.9,2.55,3.19,3.11
2425,2024-11-09,RB Leipzig,Borussia Monchengladbach,0,0,D,11.0,14.0,4.0,4.0,8.0,4.0,2.0,2.0,0.0,0.0,1.57,4.33,5.25,1.6,4.67,5.11
2425,2024-11-09,Werder Bremen,Holstein Kiel,2,1,H,16.0,12.0,5.0,5.0,6.0,3.0,3.0,2.0,0.0,0.0,1.62,4.33,4.75,1.64,4.29,5.15
2425,2024-11-09,FSV Mainz 05,Borussia Dortmund,3,1,H,13.0,2.0,9.0,1.0,8.0,0.0,3.0,1.0,0.0,1.0,3.5,3.6,2.0,3.48,3.74,2.08
2425,2024-11-09,VfL Bochum,Bayer Leverkusen,1,1,D,15.0,11.0,3.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,9.5,6.5,1.27,10.94,6.8,1.24
